lastname	forename	initials	query			
Kim	Harold	HLK	Harold Kim[Author] and Canada			
Jeimy	Samira	SJ	Samira Jeimy[Author]			
Kuprowski	Mark	MK	Mark Kuprowski[Author] NOT Kuprowski MC			
Moote	D W	DWM	William Moote[Author]			
Robertson	Kara	KR	Kara Robertson[Author]			
Zhu	Rongbo	RZ	Rongbo Zhu[Author] and Canada			
